current_symbol	submitted_item	validated_id	FBID_KEY	ANNOTATION_SYMBOL	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG43293	CG43293	FBgn0262985	FBgn0262985	CG43293	3L	6185853	6185189	1	-	CG43293
CG43295	CG43295	FBgn0262987	FBgn0262987	CG43295	3L	16106428	16105852	1	-	CG43295
CG43296	CG43296	FBgn0262988	FBgn0262988	CG43296	2R	8417706	8417176	-1	-	CG43296
CG43312	CG43312	FBgn0263004	FBgn0263004	CG43312	3L	22502417	22501600	1	-	CG43312
CG43315	CG43315	FBgn0263020	FBgn0263020	CG43315	2R	12241872	12241218	1	-	CG43315
CG43317	CG43317	FBgn0263022	FBgn0263022	CG43317	3R	15834425	15833462	-1	-	CG43317
CG43318	CG43318	FBgn0263023	FBgn0263023	CG43318	3R	15833432	15832708	-1	-	CG43318
CG43319	CG43319	FBgn0263024	FBgn0263024	CG43319	3R	27694541	27694318	1	-	CG43319
CG4332	CG4332	FBgn0030456	FBgn0030456	CG4332	X	13157372	13155038	1	-	CG4332
CG43322	CG43322	FBgn0263027	FBgn0263027	CG43322	2L	7014737	7013396	1	-	CG43322
CG43324	CG43324	FBgn0263029	FBgn0263029	CG43324	2R	17564351	17563606	1	-	CG43324
CG43329	CG43329	FBgn0263034	FBgn0263034	CG43329	3L	22505218	22504487	-1	-	CG43329
CG43331	CG43331	FBgn0263036	FBgn0263036	CG43331	3L	22503830	22502978	-1	-	CG43331
CG43338	CG43338	FBgn0263079	FBgn0263079	CG43338	2L	18671246	18666892	-1	-	CG43338
CG43341	CG43341	FBgn0263046	FBgn0263046	CG43341	2R	7633880	7632841	1	-	CG43341
CG43342	CG43342	FBgn0263047	FBgn0263047	CG43342	3R	22382147	22381340	1	-	CG43342
CG43347	CG43347	FBgn0263072	FBgn0263072	CG43347	X	10620190	10602641	-1	-	CG43347
CG43348	CG43348	FBgn0263080	FBgn0263080	CG43348	2L	1199924	1199412	1	-	CG43348
CG4335	CG4335	FBgn0038795	FBgn0038795	CG4335	3R	20407871	20406615	-1	-	CG4335
CG43351	CG43351	FBgn0263083	FBgn0263083	CG43351	2R	19030250	19030009	1	-	CG43351
CG43366	CG43366	FBgn0263109	FBgn0263109	CG43366	2R	5931363	5893895	1	-	CG43366
CG43367	CG43367	FBgn0263110	FBgn0263110	CG43367	3L	4224003	4193993	1	-	CG43367
CG43373	CG43373	FBgn0263131	FBgn0263131	CG43373	3L	16543370	16491838	-1	-	CG43373
CG43376	CG43376	FBgn0263206	FBgn0263206	CG43376	2L	13774355	13773997	1	-	CG43376
CG4338	CG4338	FBgn0038313	FBgn0038313	CG4338	3R	15276474	15275522	1	-	CG4338
CG43386	CG43386	FBgn0263216	FBgn0263216	CG43386	X	9977405	9966615	-1	-	CG43386
CG43394	CG43394	FBgn0263256	FBgn0263256	CG43394	2L	8158786	8145758	1	-	CG43394
CG43402	CG43402	FBgn0263321	FBgn0263321	CG43402	2L	1443832	1442627	1	-	CG43402
CG4341	CG4341	FBgn0028481	FBgn0028481	CG4341	2L	958098	922793	1	-	CG4341
CG43428	CR43428	FBgn0263376	FBgn0263376	CG43428	2R	14739242	14737578	-1	-	CG43428
CG43445	CG43445	FBgn0263399	FBgn0263399	CG43445	3R	17912045	17911376	1	-	CG43445
CG43448	CG43448	FBgn0263402	FBgn0263402	CG43448	3R	30237734	30237094	-1	-	CG43448
CG4360	CG4360	FBgn0038787	FBgn0038787	CG4360	3R	20328003	20324274	-1	-	CG4360
CG43610	CR43610	FBgn0263585	FBgn0263585	CG43610	2L	6799600	6799196	1	-	CG43610
CG4362	CG4362	FBgn0038784	FBgn0038784	CG4362	3R	20307537	20306216	-1	-	CG4362
CG43630	CG43630	FBgn0263621	FBgn0263621	CG43630	3R	12676260	12676010	-1	-	CG43630
CG4364	CG4364	FBgn0032138	FBgn0032138	CG4364	2L	9711271	9708921	-1	-	CG4364
CG43646	CG43646	FBgn0263655	FBgn0263655	CG43646	2R	7019390	7018760	1	-	CG43646
CG43647	CG43647	FBgn0263656	FBgn0263656	CG43647	2R	7020746	7020133	1	-	CG43647
CG43658	CG43658	FBgn0263706	FBgn0263706	CG43658	X	17561180	17456169	-1	-	CG43658
CG4367	CG4367	FBgn0038783	FBgn0038783	CG4367	3R	20304977	20303955	-1	-	CG4367
CG43673	CG43673	FBgn0263748	FBgn0263748	CG43673	X	15780214	15779146	1	-	CG43673
CG43675	CG43675	FBgn0263750	FBgn0263750	CG43675	3R	9359189	9355495	1	-	CG43675
CG43678	CG43678	FBgn0263761	FBgn0263761	CG43678	3L	15049495	15049179	-1	-	CG43678
CG43679	CG43679	FBgn0263762	FBgn0263762	CG43679	3L	15051425	15050856	-1	-	CG43679
CG43680	CG43680	FBgn0263763	FBgn0263763	CG43680	3L	15053351	15052998	-1	-	CG43680
CG43689	CG43689	FBgn0263772	FBgn0263772	CG43689	X	4092237	4075743	1	-	CG43689
CG43693	CG43693	FBgn0263776	FBgn0263776	CG43693	3L	11051371	11036358	-1	-	CG43693
CG43703	CG43703	FBgn0263842	FBgn0263842	CG43703	2L	3765863	3765494	1	-	CG43703
CG43707	CG43707	FBgn0263846	FBgn0263846	CG43707	2L	3769525	3757256	1	-	CG43707
CG43736	CG43736	FBgn0263993	FBgn0263993	CG43736	X	6881580	6863888	1	-	CG43736
CG43737	CG43737	FBgn0263994	FBgn0263994	CG43737	X	15189931	15175441	1	-	CG43737
CG4374	CG4374	FBgn0039078	FBgn0039078	CG4374	3R	23472278	23408684	-1	-	CG4374
CG43740	CG43740	FBgn0263997	FBgn0263997	CG43740	X	10347794	10333652	1	-	CG43740
CG43742	CG43742	FBgn0263999	FBgn0263999	CG43742	2R	21936863	21935002	-1	-	CG43742
CG4375	CG4375	FBgn0031295	FBgn0031295	CG4375	2L	1026897	1026105	-1	-	CG4375
CG43750	CG43750	FBgn0264081	FBgn0264081	CG43750	2L	2390689	2389578	-1	-	CG43750
CG43755	CG43755	FBgn0264086	FBgn0264086	CG43755	2L	329761	325522	-1	-	CG43755
CG43759	CG43759	FBgn0264090	FBgn0264090	CG43759	X	19028629	18930335	1	-	CG43759
CG4377	CG4377	FBgn0034664	FBgn0034664	CG4377	2R	21836357	21835448	-1	-	CG4377
CG43779	CG43779	FBgn0264301	FBgn0264301	CG43779	2L	13306755	13305920	-1	-	CG43779
CG43783	CG43783	FBgn0264305	FBgn0264305	CG43783	3L	8954272	8932235	-1	-	CG43783
CG43788	CG43788	FBgn0264329	FBgn0264329	CG43788	2R	16938011	16937597	1	-	CG43788
CG43789	CG43789	FBgn0264330	FBgn0264330	CG43789	2R	16938995	16938696	1	-	CG43789
CG43795	CG43795	FBgn0264339	FBgn0264339	CG43795	2R	23491997	23444137	1	-	CG43795
CG43797	CG43797	FBgn0264341	FBgn0264341	CG43797	2L	4000806	4000018	1	-	CG43797
CG43799	CG43799	FBgn0264343	FBgn0264343	CG43799	2L	7228641	7227734	1	-	CG43799
CG43800	CG43800	FBgn0264344	FBgn0264344	CG43800	2L	7232813	7232165	-1	-	CG43800
CG43813	CG43813	FBgn0264361	FBgn0264361	CG43813	2L	12344266	12343643	-1	-	CG43813
CG43829	CG43829	FBgn0264377	FBgn0264377	CG43829	2R	15194505	15193996	-1	-	CG43829
CG43843	CG43843	FBgn0264395	FBgn0264395	CG43843	X	18460418	18459138	-1	-	CG43843
CG43844	CG43844	FBgn0264426	FBgn0264426	CG43844	3R	21890171	21889539	1	-	CG43844
CG43845	CG43845	FBgn0264427	FBgn0264427	CG43845	3R	5523120	5522299	-1	-	CG43845
CG43850	CG43850	FBgn0264432	FBgn0264432	CG43850	2L	13420645	13415431	1	-	CG43850
CG43861	CG43861	FBgn0264443	FBgn0264443	CG43861	2L	20017282	19968684	-1	-	CG43861
CG43867	CG43867	FBgn0264449	FBgn0264449	CG43867	X	927975	808217	-1	-	CG43867
CG43897	CG43897	FBgn0264489	FBgn0264489	CG43897	3L	9834345	9813847	1	-	CG43897
CG4390	CG4390	FBgn0038771	FBgn0038771	CG4390	3R	20059750	20056418	-1	-	CG4390
CG43901	CG43901	FBgn0264502	FBgn0264502	CG43901	X	10923436	10905767	1	-	CG43901
CG43902	CG43902	FBgn0264503	FBgn0264503	CG43902	X	10195337	10158434	1	-	CG43902
CG43915	CG43915	FBgn0264516	FBgn0264516	CG43915	3L	3973784	3972899	1	-	CG43915
CG43919	CG43919	FBgn0264540	FBgn0264540	CG43919	2R	14554309	14553765	-1	-	CG43919
CG43920	CG43920	FBgn0264541	FBgn0264541	CG43920	2R	17599253	17598845	-1	-	CG43920
CG43922	CG43922	FBgn0264543	FBgn0264543	CG43922	2L	6308751	6308377	-1	-	CG43922
CG43925	CG43925	FBgn0264546	FBgn0264546	CG43925	2L	13176888	13176423	1	-	CG43925
CG4393	CG4393	FBgn0039075	FBgn0039075	CG4393	3R	23384777	23375928	-1	-	CG4393
CG43968	CG43968	FBgn0264699	FBgn0264699	CG43968	3L	23787405	23784231	1	-	CG43968
CG43993	CG43993	FBgn0264725	FBgn0264725	CG43993	3L	12032999	12032557	1	-	CG43993
CG43996	CG43996	FBgn0264738	FBgn0264738	CG43996	X	17023370	17022304	1	-	CG43996
CG43997	CG43997	FBgn0264739	FBgn0264739	CG43997	X	17024042	17023499	1	-	CG43997
CG43999	CG43999	FBgn0264741	FBgn0264741	CG43999	3R	23929000	23927728	-1	-	CG43999
CG44002	CG44002	FBgn0264744	FBgn0264744	CG44002	2L	3171092	3169820	-1	-	CG44002
CG44004	CG44004	FBgn0264746	FBgn0264746	CG44004	3L	18073863	18072362	-1	-	CG44004
CG44006	CG44006	FBgn0264748	FBgn0264748	CG44006	3L	18070150	18068728	-1	-	CG44006
CG44008	CG44008	FBgn0264750	FBgn0264750	CG44008	2L	11842445	11841502	-1	-	CG44008
CG44014	CG44014	FBgn0264776	FBgn0264776	CG44014	3R	15508886	15507940	-1	-	CG44014
CG4404	CG4404	FBgn0030432	FBgn0030432	CG4404	X	12906018	12903745	-1	-	CG4404
CG4407	CG4407	FBgn0030431	FBgn0030431	CG4407	X	12903516	12901353	-1	-	CG4407
CG4408	CG4408	FBgn0039073	FBgn0039073	CG4408	3R	23363574	23361889	-1	-	CG4408
CG44085	CG44085	FBgn0264894	FBgn0264894	CG44085	2L	13284043	13261008	1	-	CG44085
CG44088	CG44088	FBgn0264897	FBgn0264897	CG44088	3R	4775053	4774516	-1	-	CG44088
CG4409	CG4409	FBgn0034128	FBgn0034128	CG4409	2R	16444845	16443211	1	-	CG4409
CG44094	CG44094	FBgn0264903	FBgn0264903	CG44094	3R	14576611	14576331	-1	-	CG44094
CG44098	CG44098	FBgn0264907	FBgn0264907	CG44098	3R	4773197	4750409	-1	-	CG44098
CG44102	CG44102	FBgn0264911	FBgn0264911	CG44102	2R	4907685	4895730	-1	-	CG44102
CG44139	CG44139	FBgn0264988	FBgn0264988	CG44139	2L	2425041	2424797	1	-	CG44139
CG4415	CG4415	FBgn0031296	FBgn0031296	CG4415	2L	1038685	1037246	1	-	CG4415
CG44153	CG44153	FBgn0265002	FBgn0265002	CG44153	2L	10180256	10064121	-1	-	CG44153
CG44158	CG44158	FBgn0265041	FBgn0265041	CG44158	3R	18209282	18208779	1	-	CG44158
CG44195	CG44195	FBgn0265084	FBgn0265084	CG44195	3L	7695654	7658409	-1	-	CG44195
CG4424	CG4424	FBgn0038765	FBgn0038765	CG4424	3R	20028040	20026487	-1	-	CG4424
CG44242	CG44242	FBgn0265177	FBgn0265177	CG44242	2R	16196928	16196384	1	-	CG44242
CG44243	CG44243	FBgn0265178	FBgn0265178	CG44243	2R	16199555	16197042	1	-	CG44243
CG44245	CG44245	FBgn0265180	FBgn0265180	CG44245	2R	21212969	21200483	1	-	CG44245
CG44247	CG44247	FBgn0265182	FBgn0265182	CG44247	2R	24881221	24876691	1	-	CG44247
CG44249	CG44249	FBgn0265184	FBgn0265184	CG44249	2R	22068372	22066883	1	-	CG44249
CG44250	CG44250	FBgn0265185	FBgn0265185	CG44250	2R	12952293	12950404	-1	-	CG44250
CG44251	CG44251	FBgn0265186	FBgn0265186	CG44251	2R	12952293	12948348	-1	-	CG44251
CG44257	CG44257	FBgn0265197	FBgn0265197	CG44257	3R	17265821	17265278	1	-	CG44257
CG44259	CG44259	FBgn0265199	FBgn0265199	CG44259	3R	17254129	17253581	-1	-	CG44259
CG44290	CG44290	FBgn0265317	FBgn0265317	CG44290	3R	27440944	27438871	-1	-	CG44290
CG44303	CG44303	FBgn0265362	FBgn0265362	CG44303	X	6687420	6686963	-1	-	CG44303
CG44314	CG44314	FBgn0265373	FBgn0265373	CG44314	2R	12056547	12052944	1	-	CG44314
CG44325	CG44325	FBgn0265413	FBgn0265413	CG44325	X	9078499	9070318	-1	-	CG44325
CG44329	CG44329	FBgn0265417	FBgn0265417	CG44329	X	5812977	5812273	-1	-	CG44329
CG4438	CG4438	FBgn0032115	FBgn0032115	CG4438	2L	9397988	9396999	-1	-	CG4438
CG44385	CG44385	FBgn0265535	FBgn0265535	CG44385	X	11132412	11131340	-1	-	CG44385
CG4440	CG4440	FBgn0040984	FBgn0040984	CG4440	2L	16330521	16329925	1	-	CG4440
CG44403	CG44403	FBgn0265576	FBgn0265576	CG44403	2R	17617895	17616499	-1	-	CG44403
CG44405	CG44405	FBgn0265578	FBgn0265578	CG44405	2L	16342324	16340392	-1	-	CG44405
CG44422	CG44422	FBgn0265595	FBgn0265595	CG44422	X	11302783	11219379	-1	-	CG44422
CG44437	CG44437	FBgn0265629	FBgn0265629	CG44437	X	13202262	13201170	-1	-	CG44437
CG44475	CG44475	FBgn0265668	FBgn0265668	CG44475	2L	15883190	15882783	-1	-	CG44475
CG4452	CG4452	FBgn0035981	FBgn0035981	CG4452	3L	9370300	9367377	1	-	CG4452
CG44521	CG44521	FBgn0265714	FBgn0265714	CG44521	3L	5714029	5713331	1	-	CG44521
CG44532	CG44532	FBgn0265725	FBgn0265725	CG44532	X	9163153	9162092	1	-	CG44532
CG4455	CG4455	FBgn0028506	FBgn0028506	CG4455	2L	16354539	16352934	1	-	CG4455
CG4456	CG4456	FBgn0001228	FBgn0001228	CG4456	3L	9374964	9372722	1	-	CG4456
CG4459	CG4459	FBgn0038753	FBgn0038753	CG4459	3R	19928644	19926322	-1	-	CG4459
CG4461	CG4461	FBgn0035982	FBgn0035982	CG4461	3L	9376293	9375430	1	-	CG4461
CG4462	CG4462	FBgn0038752	FBgn0038752	CG4462	3R	19925371	19921744	-1	-	CG4462
CG44625	CG44625	FBgn0265836	FBgn0265836	CG44625	2R	20235945	20235545	1	-	CG44625
CG4467	CG4467	FBgn0039064	FBgn0039064	CG4467	3R	23248903	23227727	-1	-	CG4467
CG4476	CG4476	FBgn0035969	FBgn0035969	CG4476	3L	9215256	9211880	1	-	CG4476
CG44774	CG44774	FBgn0266000	FBgn0266000	CG44774	X	4938105	4926664	-1	-	CG44774
CG44815	CG44815	FBgn0266050	FBgn0266050	CG44815	X	9446212	9445815	-1	-	CG44815
CG44836	CG44836	FBgn0266099	FBgn0266099	CG44836	3L	16400275	16390952	-1	-	CG44836
CG44837	CG44837	FBgn0266100	FBgn0266100	CG44837	3L	11938872	11850645	-1	-	CG44837
CG44838	CG44838	FBgn0266101	FBgn0266101	CG44838	3L	9475475	9461050	1	-	CG44838
CG4496	CG4496	FBgn0031894	FBgn0031894	CG4496	2L	7190010	7185461	-1	-	CG4496
CG4497	CG4497	FBgn0031895	FBgn0031895	CG4497	2L	7194588	7190431	-1	-	CG4497
CG45002	CG45002	FBgn0266354	FBgn0266354	CG45002	X	17066732	16969069	-1	-	CG45002
CG4502	CG4502	FBgn0031896	FBgn0031896	CG4502	2L	7204264	7194908	-1	-	CG4502
CG45045	CR45045	FBgn0266405	FBgn0266405	CG45045	3R	17667825	17667572	1	-	CG45045
CG45049	CG45049	FBgn0266409	FBgn0266409	CG45049	3R	22732362	22726967	1	-	CG45049
CG45050	CG45050	FBgn0266410	FBgn0266410	CG45050	3R	9362994	9340216	1	-	CG45050
CG45060	CG45060	FBgn0266430	FBgn0266430	CG45060	X	9868568	9868068	-1	-	CG45060
CG45061	CG45061	FBgn0266431	FBgn0266431	CG45061	X	9871702	9871098	-1	-	CG45061
CG45066	CG45066	FBgn0266436	FBgn0266436	CG45066	3L	3111227	3110128	-1	-	CG45066
CG45067	CG45067	FBgn0266437	FBgn0266437	CG45067	3L	3114467	3111233	-1	-	CG45067
CG45071	CG45071	FBgn0266441	FBgn0266441	CG45071	3L	15110730	15105882	1	-	CG45071
CG45072	CG45072	FBgn0266442	FBgn0266442	CG45072	3R	30123263	30122023	-1	-	CG45072
CG45076	CG45076	FBgn0266446	FBgn0266446	CG45076	3R	10777374	10768001	-1	-	CG45076
CG45078	CG45078	FBgn0266448	FBgn0266448	CG45078	3R	10777374	10773339	-1	-	CG45078
CG45080	CG45080	FBgn0266455	FBgn0266455	CG45080	3R	13319270	13318991	-1	-	CG45080
CG45081	CG45081	FBgn0266456	FBgn0266456	CG45081	3L	19266838	19266061	1	-	CG45081
CG45095	CG45095	FBgn0266534	FBgn0266534	CG45095	3R	25103617	25102553	1	-	CG45095
CG45105	CG45105	FBgn0266566	FBgn0266566	CG45105	3R	15918007	15910372	-1	-	CG45105
CG4511	CG4511	FBgn0037843	FBgn0037843	CG4511	3R	10856412	10854501	1	-	CG4511
CG45154	CG45154	FBgn0266647	FBgn0266647	CG45154	X	21147041	21146281	-1	-	CG45154
CG45207	CR45207	FBgn0266734	FBgn0266734	CG45207	3R	15775342	15774772	-1	-	CG45207
CG45218	CG45218	FBgn0266745	FBgn0266745	CG45218	3R	15290799	15290309	-1	-	CG45218
CG45263	CG45263	FBgn0266801	FBgn0266801	CG45263	3R	8477617	8364328	-1	-	CG45263
CG45273	CR45273	FBgn0266811	FBgn0266811	CG45273	2R	17131552	17131116	-1	-	CG45273
CG4537	CG4537	FBgn0032153	FBgn0032153	CG4537	2L	9891336	9890885	1	-	CG4537
CG45428	CG45428	FBgn0266977	FBgn0266977	CG45428	3L	22837070	22836555	-1	-	CG45428
CG4546	CG4546	FBgn0038373	FBgn0038373	CG4546	3R	15848436	15846534	1	-	CG4546
CG45490	CG45490	FBgn0267046	FBgn0267046	CG45490	X	19934294	19933541	-1	-	CG45490
CG4553	CG4553	FBgn0039336	FBgn0039336	CG4553	3R	25476915	25475636	-1	-	CG4553
CG4554	CG4554	FBgn0034734	FBgn0034734	CG4554	2R	22492033	22483303	1	-	CG4554
CG45546	CG45546	FBgn0267106	FBgn0267106	CG45546	3R	29369777	29369338	1	-	CG45546
CG4557	CG4557	FBgn0029912	FBgn0029912	CG4557	X	6847847	6844341	1	-	CG4557
CG4558	CG4558	FBgn0029914	FBgn0029914	CG4558	X	6851884	6849770	1	-	CG4558
CG45603	CG45603	FBgn0267163	FBgn0267163	CG45603	X	12275155	12274635	1	-	CG45603
CG4562	CG4562	FBgn0038740	FBgn0038740	CG4562	3R	19875678	19865417	-1	-	CG4562
CG4563	CG4563	FBgn0035006	FBgn0035006	CG4563	2R	24453040	24451084	-1	-	CG4563
CG4565	CG4565	FBgn0037841	FBgn0037841	CG4565	3R	10853644	10852724	1	-	CG4565
CG45676	CG45676	FBgn0267236	FBgn0267236	CG45676	3R	11419295	11418885	1	-	CG45676
CG4570	CG4570	FBgn0037844	FBgn0037844	CG4570	3R	10858066	10856807	1	-	CG4570
CG4572	CG4572	FBgn0038738	FBgn0038738	CG4572	3R	19864393	19862517	-1	-	CG4572
CG4576	CG4576	FBgn0038366	FBgn0038366	CG4576	3R	15830321	15825747	1	-	CG4576
CG4577	CG4577	FBgn0031306	FBgn0031306	CG4577	2L	1141156	1134693	1	-	CG4577
CG4582	CG4582	FBgn0039344	FBgn0039344	CG4582	3R	25583179	25581223	-1	-	CG4582
CG4586	CG4586	FBgn0029924	FBgn0029924	CG4586	X	6972265	6969918	1	-	CG4586
CG4592	CG4592	FBgn0032162	FBgn0032162	CG4592	2L	9922860	9921633	1	-	CG4592
CG4593	CG4593	FBgn0029929	FBgn0029929	CG4593	X	7015009	7013887	1	-	CG4593
CG4594	CG4594	FBgn0032161	FBgn0032161	CG4594	2L	9921459	9920160	1	-	CG4594
CG4596	CG4596	FBgn0037849	FBgn0037849	CG4596	3R	10875582	10873038	1	-	CG4596
CG4598	CG4598	FBgn0032160	FBgn0032160	CG4598	2L	9920120	9918618	1	-	CG4598
CG46025	CG46025	FBgn0267689	FBgn0267689	CG46025	2L	7765915	7754174	1	-	CG46025
CG4603	CG4603	FBgn0035593	FBgn0035593	CG4603	3L	5135670	5133871	1	-	CG4603
CG46042	CR46042	FBgn0267709	FBgn0267709	CG46042	3R	19942412	19941997	-1	-	CG46042
CG46059	CG46059	FBgn0267726	FBgn0267726	CG46059	2L	19183787	19183093	-1	-	CG46059
CG4607	CG4607	FBgn0029932	FBgn0029932	CG4607	X	7072689	7069413	1	-	CG4607
CG4610	CG4610	FBgn0034735	FBgn0034735	CG4610	2R	22494295	22492197	1	-	CG4610
CG4611	CG4611	FBgn0035591	FBgn0035591	CG4611	3L	5138679	5136376	1	-	CG4611
CG4612	CG4612	FBgn0035016	FBgn0035016	CG4612	2R	24526089	24521874	-1	-	CG4612
CG4615	CG4615	FBgn0029935	FBgn0029935	CG4615	X	7102300	7098578	-1	-	CG4615
CG4617	CG4617	FBgn0029936	FBgn0029936	CG4617	X	7104491	7102555	-1	-	CG4617
CG4619	CG4619	FBgn0032166	FBgn0032166	CG4619	2L	9943058	9938863	1	-	CG4619
CG4622	CG4622	FBgn0035021	FBgn0035021	CG4622	2R	24556300	24533374	-1	-	CG4622
CG4627	CG4627	FBgn0033808	FBgn0033808	CG4627	2R	13215760	13214706	1	-	CG4627
CG46280	CG46280	FBgn0283438	FBgn0283438	CG46280	3R	13030659	13026283	-1	-	CG46280
CG46281	CG46281	FBgn0283439	FBgn0283439	CG46281	3R	13030307	13028920	-1	-	CG46281
CG4629	CG4629	FBgn0031299	FBgn0031299	CG4629	2L	1102504	1083091	-1	-	CG4629
CG46298	CG46298	FBgn0283625	FBgn0283625	CG46298	2R	10354389	10353368	1	-	CG46298
CG4630	CG4630	FBgn0033809	FBgn0033809	CG4630	2R	13219247	13215659	-1	-	CG4630
CG46301	CG46301	FBgn0283651	FBgn0283651	CG46301	2L	14160587	14104090	1	-	CG46301
CG46302	CG46302	FBgn0284080	FBgn0284080	CG46302	2R	855571	854814	1	-	CG46302
CG46303	CG46303	FBgn0284081	FBgn0284081	CG46303	3R	5822435	5821972	1	-	CG46303
CG46304	CG46304	FBgn0284082	FBgn0284082	CG46304	2L	18947082	18946305	1	-	CG46304
CG4631	CG4631	FBgn0032590	FBgn0032590	CG4631	2L	16610037	16607370	1	-	CG4631
CG46335	CG46335	FBgn0285938	FBgn0285938	CG46335	3R	27368717	27366658	-1	-	CG46335
CG4645	CG4645	FBgn0030435	FBgn0030435	CG4645	X	12912070	12909953	1	-	CG4645
CG4646	CG4646	FBgn0033810	FBgn0033810	CG4646	2R	13220251	13219396	-1	-	CG4646
CG4650	CG4650	FBgn0032549	FBgn0032549	CG4650	2L	14774981	14773814	-1	-	CG4650
CG4653	CG4653	FBgn0030776	FBgn0030776	CG4653	X	16705278	16704081	1	-	CG4653
CG4658	CG4658	FBgn0032170	FBgn0032170	CG4658	2L	9960168	9957132	1	-	CG4658
CG4660	CG4660	FBgn0029839	FBgn0029839	CG4660	X	6081372	6078708	-1	-	CG4660
CG4661	CG4661	FBgn0030429	FBgn0030429	CG4661	X	12857722	12855688	-1	-	CG4661
CG4666	CG4666	FBgn0029838	FBgn0029838	CG4666	X	6077786	6076072	-1	-	CG4666
CG4676	CG4676	FBgn0033815	FBgn0033815	CG4676	2R	13237055	13235980	1	-	CG4676
CG4678	CG4678	FBgn0030778	FBgn0030778	CG4678	X	16711145	16696131	1	-	CG4678
CG4679	CG4679	FBgn0033816	FBgn0033816	CG4679	2R	13239468	13237256	-1	-	CG4679
CG4686	CG4686	FBgn0038739	FBgn0038739	CG4686	3R	19866869	19864496	1	-	CG4686
CG4691	CG4691	FBgn0028870	FBgn0028870	CG4691	2L	14761924	14760767	1	-	CG4691
CG4702	CG4702	FBgn0037992	FBgn0037992	CG4702	3R	12128201	12121583	-1	-	CG4702
CG4704	CG4704	FBgn0039029	FBgn0039029	CG4704	3R	22846302	22844093	-1	-	CG4704
CG4707	CG4707	FBgn0035036	FBgn0035036	CG4707	2R	24607023	24604595	-1	-	CG4707
CG4709	CG4709	FBgn0032169	FBgn0032169	CG4709	2L	9956176	9954325	1	-	CG4709
CG4714	CG4714	FBgn0033819	FBgn0033819	CG4714	2R	13254337	13251852	-1	-	CG4714
CG4716	CG4716	FBgn0033820	FBgn0033820	CG4716	2R	13257446	13256587	1	-	CG4716
CG4730	CG4730	FBgn0039355	FBgn0039355	CG4730	3R	25678682	25677072	-1	-	CG4730
CG4733	CG4733	FBgn0038744	FBgn0038744	CG4733	3R	19898738	19890689	1	-	CG4733
CG4741	CG4741	FBgn0035040	FBgn0035040	CG4741	2R	24615158	24610801	-1	-	CG4741
CG4743	CG4743	FBgn0039357	FBgn0039357	CG4743	3R	25680550	25679242	-1	-	CG4743
CG4744	CG4744	FBgn0033834	FBgn0033834	CG4744	2R	13399368	13394615	-1	-	CG4744
CG4751	CG4751	FBgn0032348	FBgn0032348	CG4751	2L	11136003	11130737	1	-	CG4751
CG4752	CG4752	FBgn0034733	FBgn0034733	CG4752	2R	22483054	22478379	1	-	CG4752
CG4757	CG4757	FBgn0027584	FBgn0027584	CG4757	3R	11163498	11161207	1	-	CG4757
CG4763	CG4763	FBgn0034910	FBgn0034910	CG4763	2R	23824868	23823357	-1	-	CG4763
CG4766	CG4766	FBgn0027546	FBgn0027546	CG4766	X	6000797	5997508	-1	-	CG4766
CG4768	CG4768	FBgn0030790	FBgn0030790	CG4768	X	16797742	16792119	1	-	CG4768
CG4781	CG4781	FBgn0035043	FBgn0035043	CG4781	2R	24642239	24640683	-1	-	CG4781
CG4783	CG4783	FBgn0038756	FBgn0038756	CG4783	3R	19948907	19948443	1	-	CG4783
CG4788	CG4788	FBgn0032354	FBgn0032354	CG4788	2L	11180430	11179032	1	-	CG4788
CG4789	CG4789	FBgn0030792	FBgn0030792	CG4789	X	16802000	16800930	1	-	CG4789
CG4793	CG4793	FBgn0028514	FBgn0028514	CG4793	2L	15926287	15923395	1	-	CG4793
CG4813	CG4813	FBgn0039013	FBgn0039013	CG4813	3R	22726414	22724884	-1	-	CG4813
CG4815	CG4815	FBgn0039568	FBgn0039568	CG4815	3R	27990751	27989699	-1	-	CG4815
CG4820	CG4820	FBgn0037876	FBgn0037876	CG4820	3R	11217898	11216535	1	-	CG4820
CG4822	CG4822	FBgn0031220	FBgn0031220	CG4822	2L	121754	116970	-1	-	CG4822
CG4829	CG4829	FBgn0030796	FBgn0030796	CG4829	X	16826494	16811699	1	-	CG4829
CG4835	CG4835	FBgn0035607	FBgn0035607	CG4835	3L	5483663	5479790	1	-	CG4835
CG4839	CG4839	FBgn0032187	FBgn0032187	CG4839	2L	10156407	10144776	1	-	CG4839
CG4842	CG4842	FBgn0036620	FBgn0036620	CG4842	3L	16369518	16368389	1	-	CG4842
CG4847	CG4847	FBgn0034229	FBgn0034229	CG4847	2R	17513855	17511513	1	-	CG4847
CG4849	CG4849	FBgn0039566	FBgn0039566	CG4849	3R	27966958	27963415	1	-	CG4849
CG4853	CG4853	FBgn0034230	FBgn0034230	CG4853	2R	17517445	17514217	1	-	CG4853
CG4854	CG4854	FBgn0038766	FBgn0038766	CG4854	3R	20029561	20028058	1	-	CG4854
CG4858	CG4858	FBgn0037011	FBgn0037011	CG4858	3L	20527910	20526576	1	-	CG4858
